ria_id,titulo,tipo_publicacao,departamento,data_publicacao,ano_publicacao,autores_numero,downloads,citacoes,licenca_acesso
RIA00862,Publicação Científica 0862,Artigo,DETI,2021-09-03,2021,2,1024,322,Open Access
RIA00863,Publicação Científica 0863,Artigo,DETI,2018-07-10,2018,5,4647,439,Open Access
RIA00864,Publicação Científica 0864,Artigo,DLC,2025-06-15,2025,8,10812,138,Restrito
RIA00865,Publicação Científica 0865,Artigo,DLC,2023-12-06,2023,9,9986,258,Open Access
RIA00866,Publicação Científica 0866,Artigo,DEGEIT,2022-08-20,2022,7,5409,425,Open Access
RIA00867,Publicação Científica 0867,Artigo,DBIO,2026-01-03,2026,6,618,33,Open Access
RIA00868,Publicação Científica 0868,Artigo,DGEO,2018-11-17,2018,9,10173,300,Embargado
RIA00869,Publicação Científica 0869,Relatório,DLC,2018-07-24,2018,4,6247,173,Open Access
RIA00870,Publicação Científica 0870,Artigo,DMAT,2022-04-03,2022,9,3814,385,Restrito
RIA00871,Publicação Científica 0871,Relatório,DEGEIT,2019-07-16,2019,7,390,234,Restrito
RIA00872,Publicação Científica 0872,Artigo,DQ,2018-11-19,2018,9,6844,246,Restrito
RIA00873,Publicação Científica 0873,Artigo,DEP,2018-07-10,2018,5,921,162,Restrito
RIA00874,Publicação Científica 0874,Artigo,DEP,2018-08-21,2018,2,9862,89,Restrito
RIA00875,Publicação Científica 0875,Artigo,DCM,2018-05-31,2018,2,9946,100,Restrito
RIA00876,Publicação Científica 0876,Artigo,DETI,2024-03-05,2024,1,9200,370,Open Access
RIA00877,Publicação Científica 0877,Relatório,DETI,2025-05-14,2025,8,3664,44,Restrito
RIA00878,Publicação Científica 0878,Artigo,DCM,2019-02-14,2019,7,5839,392,Restrito
RIA00879,Publicação Científica 0879,Tese,DMAT,2025-11-02,2025,3,3592,305,Open Access
RIA00880,Publicação Científica 0880,Relatório,DCM,2025-06-30,2025,7,1652,114,Restrito
RIA00881,Publicação Científica 0881,Capítulo,DQ,2024-08-04,2024,3,9701,248,Embargado
RIA00882,Publicação Científica 0882,Capítulo,DQ,2020-10-04,2020,7,6633,228,Restrito
RIA00883,Publicação Científica 0883,Artigo,DEGEIT,2019-09-21,2019,8,8552,448,Restrito
RIA00884,Publicação Científica 0884,Artigo,DEP,2025-03-30,2025,1,1990,117,Embargado
RIA00885,Publicação Científica 0885,Artigo,DCM,2020-06-16,2020,1,10122,324,Embargado
RIA00886,Publicação Científica 0886,Relatório,DQ,2018-10-22,2018,2,1433,65,Restrito
RIA00887,Publicação Científica 0887,Artigo,DGEO,2026-01-29,2026,7,5811,360,Open Access
RIA00888,Publicação Científica 0888,Artigo,DEP,2024-01-23,2024,8,10229,31,Embargado
RIA00889,Publicação Científica 0889,Artigo,DETI,2020-07-28,2020,1,8380,63,Open Access
RIA00890,Publicação Científica 0890,Artigo,DF,2022-08-05,2022,9,1252,422,Restrito
RIA00891,Publicação Científica 0891,Artigo,DMAT,2020-07-17,2020,7,1299,20,Restrito
RIA00892,Publicação Científica 0892,Relatório,DQ,2019-04-26,2019,7,3598,161,Open Access
RIA00893,Publicação Científica 0893,Artigo,DEGEIT,2024-02-07,2024,6,4265,352,Restrito
RIA00894,Publicação Científica 0894,Artigo,DMAT,2020-06-24,2020,9,6082,65,Open Access
RIA00895,Publicação Científica 0895,Artigo,DGEO,2026-02-02,2026,9,10438,55,Embargado
RIA00896,Publicação Científica 0896,Relatório,DBIO,2018-07-10,2018,9,3088,87,Restrito
RIA00897,Publicação Científica 0897,Dissertação,DMAT,2021-03-28,2021,2,752,360,Open Access
RIA00898,Publicação Científica 0898,Artigo,DF,2024-11-22,2024,9,8998,335,Restrito
RIA00899,Publicação Científica 0899,Relatório,DF,2023-11-13,2023,9,9959,116,Open Access
RIA00900,Publicação Científica 0900,Tese,DCM,2018-04-08,2018,2,2340,402,Embargado
RIA00901,Publicação Científica 0901,Dissertação,DEGEIT,2021-03-09,2021,6,1009,12,Embargado
RIA00902,Publicação Científica 0902,Relatório,DMAT,2023-07-31,2023,4,9856,66,Restrito
RIA00903,Publicação Científica 0903,Artigo,DQ,2021-04-06,2021,8,3311,342,Open Access
RIA00904,Publicação Científica 0904,Dissertação,DMAT,2023-07-06,2023,1,6050,366,Open Access
RIA00905,Publicação Científica 0905,Artigo,DGEO,2023-04-14,2023,9,10358,69,Restrito
RIA00906,Publicação Científica 0906,Artigo,DETI,2024-02-12,2024,1,2735,396,Open Access
RIA00907,Publicação Científica 0907,Relatório,DLC,2023-06-27,2023,6,852,78,Embargado
RIA00908,Publicação Científica 0908,Dissertação,DMAT,2023-11-05,2023,7,9657,251,Open Access
RIA00909,Publicação Científica 0909,Dissertação,DF,2019-10-16,2019,6,860,353,Embargado
RIA00910,Publicação Científica 0910,Tese,DBIO,2020-04-28,2020,6,8043,47,Embargado
RIA00911,Publicação Científica 0911,Artigo,DEGEIT,2018-08-30,2018,4,1992,403,Embargado
RIA00912,Publicação Científica 0912,Artigo,DCM,2022-02-17,2022,2,9084,380,Embargado
RIA00913,Publicação Científica 0913,Artigo,DMAT,2024-07-28,2024,3,6188,29,Embargado
RIA00914,Publicação Científica 0914,Artigo,DEP,2025-07-12,2025,1,9231,398,Open Access
RIA00915,Publicação Científica 0915,Dissertação,DEGEIT,2019-04-16,2019,2,2127,433,Embargado
RIA00916,Publicação Científica 0916,Dissertação,DLC,2025-05-21,2025,4,1846,115,Open Access
RIA00917,Publicação Científica 0917,Artigo,DETI,2024-07-18,2024,5,7098,168,Open Access
RIA00918,Publicação Científica 0918,Artigo,DCM,2019-10-14,2019,1,11930,108,Embargado
RIA00919,Publicação Científica 0919,Artigo,DEP,2022-06-02,2022,3,8066,316,Embargado
RIA00920,Publicação Científica 0920,Dissertação,DQ,2019-09-23,2019,7,9757,296,Restrito
RIA00921,Publicação Científica 0921,Artigo,DGEO,2019-09-21,2019,5,4104,9,Restrito
RIA00922,Publicação Científica 0922,Artigo,DGEO,2023-10-17,2023,3,4434,383,Embargado
RIA00923,Publicação Científica 0923,Dissertação,DF,2023-01-23,2023,2,2447,442,Embargado
RIA00924,Publicação Científica 0924,Tese,DGEO,2021-06-20,2021,3,4373,221,Embargado
RIA00925,Publicação Científica 0925,Artigo,DMAT,2025-10-12,2025,2,4956,47,Open Access
RIA00926,Publicação Científica 0926,Artigo,DGEO,2022-01-31,2022,4,7462,432,Embargado
RIA00927,Publicação Científica 0927,Artigo,DQ,2023-01-13,2023,9,4869,89,Embargado
RIA00928,Publicação Científica 0928,Capítulo,DF,2023-02-04,2023,6,5691,21,Open Access
RIA00929,Publicação Científica 0929,Artigo,DGEO,2019-03-12,2019,9,1415,104,Restrito
RIA00930,Publicação Científica 0930,Artigo,DBIO,2025-03-13,2025,1,10517,325,Embargado
RIA00931,Publicação Científica 0931,Dissertação,DETI,2020-05-09,2020,5,1969,165,Restrito
RIA00932,Publicação Científica 0932,Artigo,DBIO,2020-12-01,2020,4,5328,142,Restrito
RIA00933,Publicação Científica 0933,Relatório,DMAT,2019-04-21,2019,7,3773,39,Restrito
RIA00934,Publicação Científica 0934,Artigo,DMAT,2023-02-02,2023,5,51,119,Open Access
RIA00935,Publicação Científica 0935,Artigo,DGEO,2019-01-08,2019,7,6411,282,Open Access
RIA00936,Publicação Científica 0936,Artigo,DEP,2025-07-21,2025,2,5506,70,Restrito
RIA00937,Publicação Científica 0937,Tese,DGEO,2022-03-02,2022,5,5283,164,Restrito
RIA00938,Publicação Científica 0938,Relatório,DQ,2024-08-01,2024,1,2325,344,Restrito
RIA00939,Publicação Científica 0939,Artigo,DGEO,2020-07-30,2020,4,1933,6,Open Access
RIA00940,Publicação Científica 0940,Tese,DF,2025-07-01,2025,7,9121,366,Embargado
RIA00941,Publicação Científica 0941,Tese,DQ,2024-06-19,2024,2,4142,381,Restrito
RIA00942,Publicação Científica 0942,Tese,DBIO,2025-01-07,2025,5,636,4,Embargado
RIA00943,Publicação Científica 0943,Artigo,DCM,2022-02-11,2022,3,5847,212,Embargado
RIA00944,Publicação Científica 0944,Artigo,DMAT,2019-08-31,2019,9,3902,344,Restrito
RIA00945,Publicação Científica 0945,Tese,DGEO,2018-05-31,2018,4,5336,211,Open Access
RIA00946,Publicação Científica 0946,Relatório,DLC,2024-09-20,2024,8,5750,227,Embargado
RIA00947,Publicação Científica 0947,Artigo,DF,2024-10-31,2024,9,3662,155,Restrito
RIA00948,Publicação Científica 0948,Artigo,DGEO,2025-05-29,2025,6,7100,146,Open Access
RIA00949,Publicação Científica 0949,Artigo,DQ,2021-01-20,2021,1,5075,392,Open Access
RIA00950,Publicação Científica 0950,Tese,DETI,2020-02-07,2020,6,284,105,Embargado
RIA00951,Publicação Científica 0951,Relatório,DEGEIT,2023-01-30,2023,9,9868,347,Open Access
RIA00952,Publicação Científica 0952,Relatório,DQ,2024-09-09,2024,9,7312,240,Embargado
RIA00953,Publicação Científica 0953,Artigo,DQ,2019-07-30,2019,2,3681,314,Embargado
RIA00954,Publicação Científica 0954,Artigo,DGEO,2018-09-12,2018,2,11597,19,Restrito
RIA00955,Publicação Científica 0955,Artigo,DMAT,2022-03-28,2022,7,61,110,Open Access
RIA00956,Publicação Científica 0956,Dissertação,DF,2022-09-17,2022,5,4950,218,Restrito
RIA00957,Publicação Científica 0957,Artigo,DCM,2023-02-13,2023,7,2968,79,Embargado
RIA00958,Publicação Científica 0958,Relatório,DCM,2025-10-13,2025,9,9275,436,Open Access
RIA00959,Publicação Científica 0959,Artigo,DEP,2024-01-01,2024,2,6572,11,Open Access
RIA00960,Publicação Científica 0960,Artigo,DQ,2021-02-25,2021,1,1638,414,Restrito
RIA00961,Publicação Científica 0961,Artigo,DMAT,2025-01-08,2025,5,6823,294,Open Access
RIA00962,Publicação Científica 0962,Artigo,DGEO,2021-09-08,2021,7,11851,339,Restrito
RIA00963,Publicação Científica 0963,Dissertação,DEP,2022-09-24,2022,7,10267,181,Restrito
RIA00964,Publicação Científica 0964,Tese,DETI,2019-11-16,2019,7,10669,323,Restrito
RIA00965,Publicação Científica 0965,Artigo,DEGEIT,2018-06-07,2018,8,7828,318,Open Access
RIA00966,Publicação Científica 0966,Artigo,DBIO,2022-10-11,2022,3,368,423,Embargado
RIA00967,Publicação Científica 0967,Artigo,DETI,2026-02-06,2026,5,30,222,Restrito
RIA00968,Publicação Científica 0968,Artigo,DEP,2022-10-25,2022,3,7135,431,Embargado
RIA00969,Publicação Científica 0969,Artigo,DF,2022-04-10,2022,7,4632,432,Embargado
RIA00970,Publicação Científica 0970,Capítulo,DQ,2024-02-15,2024,7,6780,414,Open Access
RIA00971,Publicação Científica 0971,Tese,DGEO,2025-06-20,2025,1,6799,363,Embargado
RIA00972,Publicação Científica 0972,Artigo,DBIO,2021-02-28,2021,1,9561,258,Embargado
RIA00973,Publicação Científica 0973,Artigo,DEGEIT,2018-07-24,2018,9,5760,407,Restrito
RIA00974,Publicação Científica 0974,Artigo,DF,2022-08-23,2022,4,7163,14,Open Access
RIA00975,Publicação Científica 0975,Artigo,DGEO,2022-12-06,2022,4,10115,196,Restrito
RIA00976,Publicação Científica 0976,Capítulo,DMAT,2022-07-29,2022,6,7771,396,Restrito
RIA00977,Publicação Científica 0977,Artigo,DEGEIT,2018-04-09,2018,2,4454,179,Restrito
RIA00978,Publicação Científica 0978,Artigo,DLC,2023-12-03,2023,1,11311,352,Open Access
RIA00979,Publicação Científica 0979,Artigo,DEGEIT,2025-02-21,2025,1,472,248,Open Access
RIA00980,Publicação Científica 0980,Artigo,DBIO,2018-01-01,2018,6,5834,237,Embargado
RIA00981,Publicação Científica 0981,Artigo,DETI,2021-12-04,2021,2,5260,361,Embargado
RIA00982,Publicação Científica 0982,Artigo,DQ,2024-12-12,2024,8,6820,36,Embargado
RIA00983,Publicação Científica 0983,Dissertação,DEGEIT,2022-10-17,2022,4,4361,69,Embargado
RIA00984,Publicação Científica 0984,Artigo,DEP,2022-12-11,2022,3,5659,51,Embargado
RIA00985,Publicação Científica 0985,Artigo,DCM,2022-04-19,2022,2,2161,91,Restrito
RIA00986,Publicação Científica 0986,Artigo,DQ,2018-06-24,2018,6,3713,432,Embargado
RIA00987,Publicação Científica 0987,Artigo,DETI,2023-05-12,2023,8,11117,439,Embargado
RIA00988,Publicação Científica 0988,Artigo,DQ,2021-03-18,2021,2,1878,134,Restrito
RIA00989,Publicação Científica 0989,Artigo,DMAT,2021-04-06,2021,9,1579,370,Restrito
RIA00990,Publicação Científica 0990,Artigo,DBIO,2025-11-08,2025,7,1818,318,Open Access
RIA00991,Publicação Científica 0991,Artigo,DGEO,2023-07-06,2023,5,1058,412,Embargado
RIA00992,Publicação Científica 0992,Artigo,DETI,2020-04-29,2020,7,3542,181,Open Access
RIA00993,Publicação Científica 0993,Artigo,DF,2023-07-21,2023,6,9659,229,Restrito
RIA00994,Publicação Científica 0994,Artigo,DCM,2018-10-01,2018,2,8810,42,Embargado
RIA00995,Publicação Científica 0995,Artigo,DMAT,2020-12-01,2020,2,11478,408,Embargado
RIA00996,Publicação Científica 0996,Artigo,DQ,2019-09-23,2019,1,7372,98,Restrito
RIA00997,Publicação Científica 0997,Dissertação,DGEO,2018-04-08,2018,7,10695,0,Embargado
RIA00998,Publicação Científica 0998,Artigo,DEP,2020-02-04,2020,7,8816,403,Embargado
RIA00999,Publicação Científica 0999,Dissertação,DF,2018-09-01,2018,9,6821,206,Open Access
RIA01000,Publicação Científica 1000,Artigo,DETI,2021-02-05,2021,1,7288,403,Open Access
RIA01001,Publicação Científica 1001,Dissertação,DF,2023-03-09,2023,7,7449,24,Embargado
RIA01002,Publicação Científica 1002,Artigo,DEGEIT,2025-02-11,2025,8,5172,351,Restrito
RIA01003,Publicação Científica 1003,Tese,DEGEIT,2020-08-29,2020,6,772,293,Restrito
RIA01004,Publicação Científica 1004,Artigo,DEGEIT,2022-06-04,2022,8,11313,430,Open Access
RIA01005,Publicação Científica 1005,Artigo,DEP,2023-05-29,2023,5,4799,52,Restrito
RIA01006,Publicação Científica 1006,Artigo,DEGEIT,2025-02-22,2025,7,11877,161,Open Access
RIA01007,Publicação Científica 1007,Artigo,DMAT,2020-06-03,2020,6,9933,86,Restrito
RIA01008,Publicação Científica 1008,Artigo,DETI,2025-11-08,2025,6,2560,38,Restrito
RIA01009,Publicação Científica 1009,Dissertação,DBIO,2025-03-17,2025,5,3579,373,Open Access
RIA01010,Publicação Científica 1010,Artigo,DCM,2025-01-23,2025,2,11765,173,Embargado
RIA01011,Publicação Científica 1011,Relatório,DMAT,2023-06-10,2023,5,9675,41,Restrito
RIA01012,Publicação Científica 1012,Dissertação,DETI,2022-04-21,2022,4,9412,339,Embargado
RIA01013,Publicação Científica 1013,Dissertação,DMAT,2025-08-13,2025,3,7382,373,Embargado
RIA01014,Publicação Científica 1014,Artigo,DMAT,2023-10-09,2023,5,626,314,Restrito
RIA01015,Publicação Científica 1015,Tese,DEGEIT,2020-03-24,2020,6,928,416,Open Access
RIA01016,Publicação Científica 1016,Dissertação,DQ,2019-01-08,2019,1,11006,73,Restrito
RIA01017,Publicação Científica 1017,Relatório,DBIO,2025-04-11,2025,5,8678,383,Restrito
RIA01018,Publicação Científica 1018,Tese,DMAT,2019-03-23,2019,8,6012,233,Restrito
RIA01019,Publicação Científica 1019,Artigo,DMAT,2018-05-01,2018,7,238,421,Restrito
RIA01020,Publicação Científica 1020,Artigo,DF,2024-03-13,2024,3,7761,32,Embargado
RIA01021,Publicação Científica 1021,Dissertação,DBIO,2022-04-13,2022,5,11950,172,Open Access
RIA01022,Publicação Científica 1022,Artigo,DLC,2018-01-15,2018,6,1881,184,Restrito
RIA01023,Publicação Científica 1023,Dissertação,DCM,2025-01-05,2025,9,8359,377,Embargado
RIA01024,Publicação Científica 1024,Artigo,DMAT,2023-10-30,2023,1,965,320,Restrito
RIA01025,Publicação Científica 1025,Artigo,DQ,2022-06-08,2022,7,11383,425,Open Access
RIA01026,Publicação Científica 1026,Artigo,DF,2020-05-23,2020,9,9453,203,Embargado
RIA01027,Publicação Científica 1027,Artigo,DLC,2020-08-20,2020,1,8657,255,Restrito
RIA01028,Publicação Científica 1028,Artigo,DLC,2023-11-15,2023,1,10904,71,Restrito
RIA01029,Publicação Científica 1029,Capítulo,DBIO,2024-01-31,2024,8,10483,51,Embargado
RIA01030,Publicação Científica 1030,Artigo,DEGEIT,2024-01-09,2024,4,5683,145,Embargado
RIA01031,Publicação Científica 1031,Artigo,DBIO,2024-01-04,2024,9,549,337,Embargado
RIA01032,Publicação Científica 1032,Capítulo,DEGEIT,2021-07-07,2021,6,3030,127,Embargado
RIA01033,Publicação Científica 1033,Artigo,DETI,2025-10-01,2025,3,8566,74,Restrito
RIA01034,Publicação Científica 1034,Tese,DLC,2020-05-03,2020,8,6059,380,Open Access
RIA01035,Publicação Científica 1035,Capítulo,DQ,2019-06-21,2019,4,11979,43,Open Access
RIA01036,Publicação Científica 1036,Artigo,DEGEIT,2019-05-09,2019,7,9049,350,Restrito
RIA01037,Publicação Científica 1037,Artigo,DMAT,2023-03-10,2023,9,3105,73,Restrito
RIA01038,Publicação Científica 1038,Artigo,DQ,2024-05-13,2024,3,11228,308,Restrito
RIA01039,Publicação Científica 1039,Capítulo,DQ,2018-07-28,2018,9,10498,315,Open Access
RIA01040,Publicação Científica 1040,Artigo,DQ,2021-09-05,2021,2,10028,377,Embargado
RIA01041,Publicação Científica 1041,Artigo,DEGEIT,2024-12-28,2024,6,3916,283,Embargado
RIA01042,Publicação Científica 1042,Tese,DF,2025-04-12,2025,9,10872,159,Embargado
RIA01043,Publicação Científica 1043,Artigo,DGEO,2026-03-30,2026,7,7269,188,Embargado
RIA01044,Publicação Científica 1044,Artigo,DBIO,2020-04-30,2020,2,7621,142,Embargado
RIA01045,Publicação Científica 1045,Dissertação,DGEO,2022-12-09,2022,7,1257,55,Open Access
RIA01046,Publicação Científica 1046,Artigo,DEGEIT,2024-02-24,2024,8,9009,127,Restrito
RIA01047,Publicação Científica 1047,Artigo,DQ,2024-11-10,2024,9,1532,221,Embargado
RIA01048,Publicação Científica 1048,Capítulo,DGEO,2023-12-16,2023,4,3437,244,Open Access
RIA01049,Publicação Científica 1049,Artigo,DMAT,2020-09-28,2020,2,11322,306,Restrito
RIA01050,Publicação Científica 1050,Artigo,DEGEIT,2022-06-07,2022,9,3516,83,Open Access
RIA01051,Publicação Científica 1051,Artigo,DQ,2020-06-06,2020,6,9178,192,Restrito
RIA01052,Publicação Científica 1052,Artigo,DEP,2024-08-29,2024,4,8630,83,Open Access
RIA01053,Publicação Científica 1053,Relatório,DCM,2024-09-05,2024,9,8132,31,Embargado
RIA01054,Publicação Científica 1054,Dissertação,DF,2025-12-02,2025,5,8235,174,Embargado
RIA01055,Publicação Científica 1055,Tese,DEP,2023-08-05,2023,1,7206,320,Embargado
RIA01056,Publicação Científica 1056,Dissertação,DCM,2019-11-23,2019,1,1869,369,Restrito
RIA01057,Publicação Científica 1057,Capítulo,DEGEIT,2018-06-24,2018,8,3332,74,Open Access
RIA01058,Publicação Científica 1058,Artigo,DEGEIT,2024-03-22,2024,2,758,200,Open Access
RIA01059,Publicação Científica 1059,Relatório,DQ,2021-05-16,2021,4,1059,212,Open Access
RIA01060,Publicação Científica 1060,Artigo,DCM,2023-07-10,2023,4,762,161,Restrito
RIA01061,Publicação Científica 1061,Dissertação,DETI,2019-12-17,2019,4,11417,103,Embargado
RIA01062,Publicação Científica 1062,Tese,DBIO,2021-01-09,2021,8,6389,236,Embargado
RIA01063,Publicação Científica 1063,Relatório,DEGEIT,2023-08-28,2023,2,8923,12,Open Access
RIA01064,Publicação Científica 1064,Artigo,DETI,2021-03-19,2021,2,560,412,Embargado
RIA01065,Publicação Científica 1065,Dissertação,DEGEIT,2021-02-10,2021,4,1844,1,Embargado
RIA01066,Publicação Científica 1066,Artigo,DETI,2020-01-14,2020,3,245,251,Restrito
RIA01067,Publicação Científica 1067,Artigo,DQ,2019-03-17,2019,1,8553,123,Embargado
RIA01068,Publicação Científica 1068,Artigo,DGEO,2022-11-11,2022,3,1397,322,Restrito
RIA01069,Publicação Científica 1069,Artigo,DQ,2022-04-23,2022,6,3606,436,Restrito
RIA01070,Publicação Científica 1070,Relatório,DEP,2025-09-14,2025,3,2584,102,Restrito
RIA01071,Publicação Científica 1071,Tese,DF,2019-05-21,2019,8,1573,416,Embargado
RIA01072,Publicação Científica 1072,Capítulo,DGEO,2023-07-01,2023,9,11015,295,Embargado
RIA01073,Publicação Científica 1073,Artigo,DLC,2019-03-16,2019,4,8739,259,Embargado
RIA01074,Publicação Científica 1074,Tese,DBIO,2021-12-18,2021,7,9289,387,Restrito
RIA01075,Publicação Científica 1075,Dissertação,DGEO,2019-05-17,2019,9,9755,64,Restrito
RIA01076,Publicação Científica 1076,Artigo,DETI,2026-02-13,2026,7,2665,314,Restrito
RIA01077,Publicação Científica 1077,Tese,DQ,2018-10-16,2018,2,5858,136,Embargado
RIA01078,Publicação Científica 1078,Artigo,DLC,2025-10-11,2025,2,3894,419,Restrito
RIA01079,Publicação Científica 1079,Capítulo,DBIO,2018-10-22,2018,3,9755,143,Embargado
RIA01080,Publicação Científica 1080,Capítulo,DLC,2024-11-21,2024,2,5184,89,Embargado
RIA01081,Publicação Científica 1081,Artigo,DLC,2021-05-16,2021,4,9112,289,Restrito
RIA01082,Publicação Científica 1082,Artigo,DLC,2021-03-20,2021,2,2883,229,Open Access
RIA01083,Publicação Científica 1083,Artigo,DETI,2023-11-30,2023,3,2992,333,Open Access
RIA01084,Publicação Científica 1084,Artigo,DBIO,2018-09-29,2018,5,1734,154,Open Access
RIA01085,Publicação Científica 1085,Artigo,DETI,2021-07-15,2021,5,3082,419,Embargado
RIA01086,Publicação Científica 1086,Artigo,DCM,2023-12-17,2023,8,1046,246,Restrito
RIA01087,Publicação Científica 1087,Relatório,DQ,2021-11-23,2021,7,11538,158,Embargado
RIA01088,Publicação Científica 1088,Capítulo,DLC,2020-12-24,2020,7,9616,146,Restrito
RIA01089,Publicação Científica 1089,Artigo,DQ,2022-07-27,2022,6,6228,220,Open Access
RIA01090,Publicação Científica 1090,Artigo,DCM,2025-11-21,2025,5,4141,416,Restrito
RIA01091,Publicação Científica 1091,Artigo,DF,2022-03-25,2022,9,10123,241,Embargado
RIA01092,Publicação Científica 1092,Tese,DEP,2021-04-20,2021,5,11831,186,Open Access
RIA01093,Publicação Científica 1093,Tese,DEGEIT,2019-03-05,2019,3,3721,303,Embargado
RIA01094,Publicação Científica 1094,Dissertação,DMAT,2024-08-06,2024,4,10408,306,Restrito
RIA01095,Publicação Científica 1095,Artigo,DEGEIT,2022-01-09,2022,4,3027,374,Open Access
RIA01096,Publicação Científica 1096,Artigo,DMAT,2019-01-01,2019,5,6506,388,Open Access
RIA01097,Publicação Científica 1097,Dissertação,DEGEIT,2023-11-29,2023,3,7028,39,Open Access
RIA01098,Publicação Científica 1098,Tese,DCM,2023-02-09,2023,2,6512,347,Open Access
RIA01099,Publicação Científica 1099,Artigo,DGEO,2018-06-12,2018,5,1969,154,Open Access
RIA01100,Publicação Científica 1100,Tese,DQ,2024-09-12,2024,7,891,306,Restrito
RIA01101,Publicação Científica 1101,Artigo,DQ,2025-01-20,2025,4,2705,306,Open Access
RIA01102,Publicação Científica 1102,Relatório,DEGEIT,2019-12-22,2019,2,2996,270,Restrito
RIA01103,Publicação Científica 1103,Artigo,DF,2021-04-05,2021,5,1240,337,Embargado
RIA01104,Publicação Científica 1104,Artigo,DEP,2019-07-25,2019,2,377,262,Embargado
RIA01105,Publicação Científica 1105,Artigo,DCM,2020-01-06,2020,3,3343,387,Embargado
RIA01106,Publicação Científica 1106,Tese,DQ,2022-12-17,2022,9,6994,216,Open Access
RIA01107,Publicação Científica 1107,Tese,DCM,2019-11-27,2019,6,3597,379,Restrito
RIA01108,Publicação Científica 1108,Relatório,DQ,2021-10-19,2021,1,8997,0,Open Access
RIA01109,Publicação Científica 1109,Tese,DCM,2025-10-08,2025,5,9631,157,Embargado
RIA01110,Publicação Científica 1110,Relatório,DETI,2026-03-26,2026,1,97,14,Open Access
RIA01111,Publicação Científica 1111,Artigo,DEP,2019-01-16,2019,6,9431,317,Restrito
RIA01112,Publicação Científica 1112,Artigo,DGEO,2023-10-13,2023,4,10504,87,Embargado
RIA01113,Publicação Científica 1113,Artigo,DLC,2022-06-16,2022,9,7158,111,Embargado
RIA01114,Publicação Científica 1114,Artigo,DEGEIT,2020-09-08,2020,9,11974,10,Restrito
RIA01115,Publicação Científica 1115,Artigo,DCM,2025-08-27,2025,1,1881,435,Embargado
RIA01116,Publicação Científica 1116,Artigo,DETI,2023-05-13,2023,1,8090,310,Embargado
RIA01117,Publicação Científica 1117,Tese,DEGEIT,2026-01-12,2026,7,4621,50,Embargado
RIA01118,Publicação Científica 1118,Dissertação,DQ,2018-03-29,2018,7,4589,373,Embargado
RIA01119,Publicação Científica 1119,Artigo,DQ,2023-08-02,2023,3,8374,338,Open Access
RIA01120,Publicação Científica 1120,Artigo,DGEO,2025-07-13,2025,8,1600,407,Restrito
RIA01121,Publicação Científica 1121,Artigo,DQ,2019-08-01,2019,9,3613,67,Restrito
RIA01122,Publicação Científica 1122,Tese,DF,2019-02-18,2019,7,4609,342,Embargado
RIA01123,Publicação Científica 1123,Relatório,DETI,2018-03-04,2018,2,2148,210,Embargado
RIA01124,Publicação Científica 1124,Dissertação,DBIO,2018-03-25,2018,5,2968,246,Restrito
RIA01125,Publicação Científica 1125,Relatório,DF,2019-01-22,2019,3,6128,86,Embargado
RIA01126,Publicação Científica 1126,Artigo,DF,2024-07-10,2024,2,10226,374,Restrito
RIA01127,Publicação Científica 1127,Artigo,DLC,2023-07-29,2023,1,5361,345,Restrito
RIA01128,Publicação Científica 1128,Artigo,DEP,2019-01-17,2019,7,10469,369,Open Access
RIA01129,Publicação Científica 1129,Artigo,DQ,2019-07-01,2019,6,2779,253,Open Access
RIA01130,Publicação Científica 1130,Tese,DQ,2023-11-24,2023,2,7609,11,Embargado
RIA01131,Publicação Científica 1131,Artigo,DGEO,2024-09-27,2024,4,657,186,Open Access
RIA01132,Publicação Científica 1132,Dissertação,DETI,2018-07-15,2018,3,4364,247,Embargado
RIA01133,Publicação Científica 1133,Capítulo,DF,2024-02-26,2024,2,8129,339,Open Access
RIA01134,Publicação Científica 1134,Artigo,DCM,2021-06-30,2021,9,4290,23,Open Access
RIA01135,Publicação Científica 1135,Artigo,DCM,2022-09-22,2022,8,3559,237,Restrito
RIA01136,Publicação Científica 1136,Capítulo,DCM,2023-04-11,2023,4,705,3,Embargado
RIA01137,Publicação Científica 1137,Tese,DQ,2025-06-21,2025,5,278,147,Embargado
RIA01138,Publicação Científica 1138,Artigo,DETI,2024-12-10,2024,6,7965,14,Open Access
RIA01139,Publicação Científica 1139,Artigo,DETI,2018-04-11,2018,8,6761,89,Open Access
RIA01140,Publicação Científica 1140,Artigo,DEP,2018-06-19,2018,1,492,190,Embargado
RIA01141,Publicação Científica 1141,Dissertação,DLC,2021-06-17,2021,8,6862,129,Open Access
RIA01142,Publicação Científica 1142,Tese,DBIO,2023-07-15,2023,3,5993,436,Restrito
RIA01143,Publicação Científica 1143,Dissertação,DETI,2025-05-08,2025,9,11696,247,Embargado
RIA01144,Publicação Científica 1144,Tese,DGEO,2025-10-07,2025,9,10843,48,Embargado
RIA01145,Publicação Científica 1145,Dissertação,DEP,2021-05-09,2021,7,7557,60,Open Access
RIA01146,Publicação Científica 1146,Artigo,DEP,2018-01-15,2018,3,11233,380,Embargado
RIA01147,Publicação Científica 1147,Artigo,DMAT,2018-10-02,2018,7,398,260,Open Access
RIA01148,Publicação Científica 1148,Artigo,DEP,2020-03-28,2020,5,9609,314,Open Access
