despesa_id,data_despesa,departamento,rubrica,fornecedor,valor,estado,centro_custo
D003855,2025-04-08,DMAT,Manutenção,PrintWay,2363.17,Pendente,CC-DMAT-10
D003856,2025-11-04,DBIO,Investigação,EduSoft,16796.42,Pendente,CC-DBIO-01
D003857,2026-02-23,DBIO,Bolsas,EduSoft,12022.61,Pago,CC-DBIO-02
D003858,2024-07-23,DLC,Investigação,TechVision,8358.61,Pendente,CC-DLC-05
D003859,2025-03-11,DEGEIT,Bolsas,TechVision,984.08,Pago,CC-DEGEIT-11
D003860,2026-02-13,DGEO,Pessoal,TechVision,16616.0,Pago,CC-DGEO-02
D003861,2024-03-26,DF,Viagens,GreenEnergy,6686.72,Pago,CC-DF-10
D003862,2026-03-11,DETI,Viagens,IberTravel,17594.99,Pago,CC-DETI-03
D003863,2025-12-25,DF,Bolsas,Global Office,2631.16,Pago,CC-DF-01
D003864,2025-04-27,DQ,Pessoal,Global Office,7430.66,Pago,CC-DQ-02
D003865,2025-09-29,DETI,Equipamento,Campus Services,8075.24,Anulado,CC-DETI-03
D003866,2026-02-21,DMAT,Equipamento,DataCloud,17577.12,Pago,CC-DMAT-04
D003867,2025-03-30,DGEO,Bolsas,MedSupply,15381.97,Pago,CC-DGEO-09
D003868,2024-04-05,DEGEIT,Pessoal,DataCloud,6250.71,Pago,CC-DEGEIT-04
D003869,2024-01-30,DEGEIT,Equipamento,EduSoft,55986.64,Pago,CC-DEGEIT-01
D003870,2024-06-05,DCM,Bolsas,Campus Services,2884.03,Pendente,CC-DCM-02
D003871,2025-07-09,DBIO,Manutenção,Campus Services,14562.46,Pago,CC-DBIO-09
D003872,2025-11-11,DEP,Bolsas,LabInstruments,9981.11,Pago,CC-DEP-12
D003873,2025-05-07,DETI,Pessoal,PrintWay,2970.78,Pendente,CC-DETI-05
D003874,2025-09-11,DGEO,Infraestruturas,PrintWay,39694.73,Pago,CC-DGEO-07
D003875,2024-02-13,DEGEIT,Infraestruturas,Campus Services,43212.43,Anulado,CC-DEGEIT-02
D003876,2025-06-28,DLC,Pessoal,TechVision,9582.69,Pago,CC-DLC-03
D003877,2025-10-22,DQ,Serviços Externos,EduSoft,14939.86,Pago,CC-DQ-06
D003878,2024-07-26,DCM,Pessoal,DataCloud,319.92,Pendente,CC-DCM-10
D003879,2024-12-18,DBIO,Pessoal,Campus Services,17976.53,Pago,CC-DBIO-12
D003880,2024-04-26,DBIO,Manutenção,MedSupply,16829.53,Pago,CC-DBIO-10
D003881,2024-03-06,DEGEIT,Viagens,DataCloud,5522.34,Anulado,CC-DEGEIT-09
D003882,2025-04-12,DMAT,Bolsas,TechVision,11064.98,Pago,CC-DMAT-10
D003883,2024-02-09,DLC,Investigação,GreenEnergy,7623.65,Pago,CC-DLC-07
D003884,2024-04-04,DETI,Infraestruturas,MedSupply,36699.93,Pago,CC-DETI-12
D003885,2025-04-14,DLC,Serviços Externos,MedSupply,15203.38,Pago,CC-DLC-02
D003886,2024-11-29,DEGEIT,Serviços Externos,LabInstruments,5940.79,Pago,CC-DEGEIT-03
D003887,2024-09-01,DBIO,Infraestruturas,Campus Services,9673.98,Pago,CC-DBIO-10
D003888,2026-03-09,DBIO,Manutenção,TechVision,11437.47,Pago,CC-DBIO-07
D003889,2024-05-20,DCM,Viagens,DataCloud,16242.22,Pago,CC-DCM-06
D003890,2024-07-24,DBIO,Infraestruturas,EduSoft,8147.24,Pago,CC-DBIO-12
D003891,2024-06-07,DETI,Serviços Externos,TechVision,3719.14,Pago,CC-DETI-11
D003892,2024-12-20,DLC,Infraestruturas,EduSoft,50644.78,Pago,CC-DLC-04
D003893,2024-03-31,DEGEIT,Serviços Externos,MedSupply,4028.88,Pago,CC-DEGEIT-12
D003894,2024-05-05,DBIO,Bolsas,Campus Services,5355.51,Pago,CC-DBIO-04
D003895,2026-01-05,DMAT,Investigação,TechVision,9574.44,Pago,CC-DMAT-11
D003896,2024-10-12,DMAT,Pessoal,DataCloud,10107.74,Pago,CC-DMAT-03
D003897,2025-02-15,DEP,Investigação,MedSupply,8603.2,Pago,CC-DEP-09
D003898,2025-05-19,DEP,Bolsas,MedSupply,17204.22,Pago,CC-DEP-02
D003899,2026-03-03,DEP,Investigação,Global Office,17810.99,Pago,CC-DEP-07
D003900,2025-05-08,DLC,Manutenção,TechVision,4742.82,Pago,CC-DLC-03
D003901,2025-01-02,DEP,Pessoal,EduSoft,15225.52,Pago,CC-DEP-12
D003902,2025-11-21,DETI,Serviços Externos,LabInstruments,5384.09,Pago,CC-DETI-04
D003903,2026-03-23,DCM,Equipamento,Campus Services,49031.88,Pago,CC-DCM-05
D003904,2025-11-12,DEGEIT,Viagens,GreenEnergy,956.93,Pago,CC-DEGEIT-11
D003905,2026-01-03,DEGEIT,Manutenção,Global Office,11284.06,Pago,CC-DEGEIT-03
D003906,2025-11-23,DF,Infraestruturas,Campus Services,19979.8,Pago,CC-DF-10
D003907,2025-06-21,DCM,Serviços Externos,PrintWay,12932.91,Pago,CC-DCM-07
D003908,2024-12-30,DCM,Manutenção,LabInstruments,12027.14,Pago,CC-DCM-11
D003909,2024-09-15,DEGEIT,Serviços Externos,EduSoft,4017.74,Anulado,CC-DEGEIT-03
D003910,2025-03-08,DLC,Investigação,GreenEnergy,18363.92,Pago,CC-DLC-05
D003911,2026-01-24,DBIO,Investigação,IberTravel,10407.12,Pago,CC-DBIO-04
D003912,2024-04-15,DF,Pessoal,IberTravel,9346.78,Pago,CC-DF-07
D003913,2025-04-29,DMAT,Manutenção,Campus Services,12232.04,Pago,CC-DMAT-10
D003914,2024-04-10,DMAT,Infraestruturas,DataCloud,37437.7,Pendente,CC-DMAT-10
D003915,2024-03-18,DQ,Viagens,EduSoft,9698.99,Anulado,CC-DQ-08
D003916,2025-01-03,DEP,Manutenção,MedSupply,13904.67,Pago,CC-DEP-05
D003917,2024-08-14,DLC,Serviços Externos,EduSoft,1816.76,Pago,CC-DLC-02
D003918,2026-03-22,DEGEIT,Manutenção,Global Office,6789.1,Pago,CC-DEGEIT-04
D003919,2024-02-06,DQ,Pessoal,DataCloud,2518.24,Pendente,CC-DQ-10
D003920,2025-06-25,DGEO,Equipamento,GreenEnergy,31046.64,Pago,CC-DGEO-08
D003921,2024-09-09,DCM,Bolsas,DataCloud,11655.95,Pago,CC-DCM-08
D003922,2025-02-07,DEGEIT,Equipamento,DataCloud,20300.93,Pago,CC-DEGEIT-12
D003923,2025-07-09,DGEO,Equipamento,IberTravel,22551.48,Pago,CC-DGEO-09
D003924,2025-04-11,DETI,Investigação,Global Office,17115.06,Pago,CC-DETI-01
D003925,2026-03-14,DBIO,Manutenção,DataCloud,3420.26,Pago,CC-DBIO-09
D003926,2024-10-08,DBIO,Investigação,LabInstruments,2472.26,Pendente,CC-DBIO-01
D003927,2024-11-24,DMAT,Serviços Externos,GreenEnergy,8448.81,Pago,CC-DMAT-09
D003928,2025-12-20,DETI,Investigação,PrintWay,4430.73,Pago,CC-DETI-07
D003929,2026-01-26,DMAT,Investigação,PrintWay,10710.4,Pago,CC-DMAT-05
D003930,2024-11-17,DQ,Viagens,PrintWay,3623.95,Pago,CC-DQ-05
D003931,2026-01-07,DGEO,Viagens,TechVision,839.62,Pendente,CC-DGEO-02
D003932,2024-10-21,DETI,Pessoal,EduSoft,16308.88,Pago,CC-DETI-08
D003933,2026-02-01,DQ,Infraestruturas,GreenEnergy,45055.97,Pago,CC-DQ-05
D003934,2025-06-04,DLC,Pessoal,MedSupply,9524.84,Pago,CC-DLC-09
D003935,2026-02-13,DEP,Pessoal,TechVision,11751.68,Pago,CC-DEP-06
D003936,2025-04-16,DGEO,Viagens,Campus Services,10370.51,Pendente,CC-DGEO-07
D003937,2025-01-06,DLC,Viagens,Campus Services,14228.8,Pendente,CC-DLC-01
D003938,2024-07-24,DF,Infraestruturas,TechVision,44739.36,Pago,CC-DF-06
D003939,2025-04-09,DEGEIT,Manutenção,DataCloud,4381.29,Pago,CC-DEGEIT-06
D003940,2025-03-18,DCM,Equipamento,Campus Services,51840.1,Pago,CC-DCM-10
D003941,2025-02-09,DETI,Serviços Externos,TechVision,17545.73,Pago,CC-DETI-06
D003942,2025-08-30,DETI,Equipamento,IberTravel,46539.14,Pago,CC-DETI-02
D003943,2026-02-12,DEGEIT,Viagens,TechVision,5339.31,Pago,CC-DEGEIT-03
D003944,2025-11-18,DEP,Investigação,TechVision,14294.84,Anulado,CC-DEP-11
D003945,2025-05-22,DF,Bolsas,EduSoft,4978.21,Pago,CC-DF-09
D003946,2026-01-07,DEGEIT,Infraestruturas,Global Office,56607.61,Pago,CC-DEGEIT-01
D003947,2024-11-09,DETI,Investigação,MedSupply,17566.75,Pago,CC-DETI-04
D003948,2024-10-11,DEP,Viagens,LabInstruments,17155.78,Pago,CC-DEP-07
D003949,2024-06-26,DEP,Infraestruturas,GreenEnergy,33587.06,Pendente,CC-DEP-11
D003950,2026-02-17,DGEO,Serviços Externos,IberTravel,18008.98,Pago,CC-DGEO-03
D003951,2025-08-03,DETI,Investigação,DataCloud,12354.97,Pendente,CC-DETI-11
D003952,2024-10-09,DMAT,Investigação,DataCloud,18440.85,Pago,CC-DMAT-10
D003953,2024-09-25,DBIO,Viagens,EduSoft,6063.45,Pago,CC-DBIO-06
D003954,2024-10-13,DEGEIT,Investigação,Campus Services,5139.95,Pago,CC-DEGEIT-08
D003955,2025-10-21,DLC,Equipamento,DataCloud,33427.66,Pago,CC-DLC-02
D003956,2025-03-04,DBIO,Investigação,PrintWay,8272.19,Pago,CC-DBIO-05
D003957,2025-02-10,DBIO,Infraestruturas,Campus Services,22826.15,Pago,CC-DBIO-05
D003958,2025-10-10,DQ,Viagens,MedSupply,7993.03,Pendente,CC-DQ-05
D003959,2024-12-08,DQ,Pessoal,MedSupply,11568.45,Pago,CC-DQ-08
D003960,2025-07-19,DEGEIT,Serviços Externos,Global Office,3860.66,Pago,CC-DEGEIT-05
D003961,2025-02-16,DETI,Infraestruturas,IberTravel,29916.22,Pago,CC-DETI-02
D003962,2025-12-13,DF,Bolsas,GreenEnergy,12543.87,Pago,CC-DF-01
D003963,2025-08-12,DLC,Investigação,LabInstruments,7118.32,Pago,CC-DLC-12
D003964,2026-03-18,DMAT,Serviços Externos,IberTravel,15704.08,Anulado,CC-DMAT-06
D003965,2025-10-12,DEP,Infraestruturas,IberTravel,54423.94,Pago,CC-DEP-03
D003966,2024-01-02,DQ,Bolsas,IberTravel,1693.53,Pago,CC-DQ-04
D003967,2026-04-01,DEGEIT,Serviços Externos,IberTravel,6032.8,Pago,CC-DEGEIT-10
D003968,2025-05-23,DF,Viagens,EduSoft,8661.98,Pendente,CC-DF-07
D003969,2025-02-21,DETI,Infraestruturas,TechVision,3764.1,Pago,CC-DETI-02
D003970,2025-10-18,DBIO,Investigação,MedSupply,5670.16,Pago,CC-DBIO-02
D003971,2025-05-04,DCM,Infraestruturas,GreenEnergy,12079.26,Pago,CC-DCM-09
D003972,2025-08-16,DEP,Infraestruturas,PrintWay,61584.04,Pago,CC-DEP-02
D003973,2025-10-17,DMAT,Manutenção,MedSupply,15551.76,Pago,CC-DMAT-03
D003974,2025-04-17,DLC,Pessoal,TechVision,10824.16,Pago,CC-DLC-11
D003975,2026-02-23,DCM,Viagens,PrintWay,5343.15,Pago,CC-DCM-05
D003976,2024-08-17,DBIO,Equipamento,IberTravel,39304.28,Pago,CC-DBIO-10
D003977,2025-09-01,DEP,Investigação,Global Office,11314.24,Pago,CC-DEP-08
D003978,2024-05-26,DEGEIT,Equipamento,TechVision,55010.18,Pago,CC-DEGEIT-11
D003979,2025-04-17,DMAT,Pessoal,Campus Services,1642.35,Pago,CC-DMAT-10
D003980,2025-09-11,DF,Infraestruturas,LabInstruments,10036.0,Pago,CC-DF-09
D003981,2024-10-02,DQ,Viagens,Campus Services,9435.19,Pago,CC-DQ-03
D003982,2025-07-16,DGEO,Viagens,LabInstruments,5213.76,Pendente,CC-DGEO-12
D003983,2024-08-10,DETI,Infraestruturas,MedSupply,45874.34,Pago,CC-DETI-10
D003984,2025-06-24,DQ,Infraestruturas,Campus Services,32927.53,Pago,CC-DQ-07
D003985,2025-12-02,DEGEIT,Equipamento,TechVision,26578.44,Pago,CC-DEGEIT-10
D003986,2025-02-27,DEGEIT,Pessoal,MedSupply,16660.4,Pago,CC-DEGEIT-02
D003987,2024-11-07,DQ,Viagens,PrintWay,15926.17,Pago,CC-DQ-10
D003988,2024-07-11,DCM,Serviços Externos,DataCloud,12656.2,Pago,CC-DCM-03
D003989,2024-02-28,DLC,Equipamento,MedSupply,6541.58,Pago,CC-DLC-10
D003990,2024-08-16,DF,Equipamento,MedSupply,53119.9,Pago,CC-DF-09
D003991,2024-06-03,DCM,Serviços Externos,IberTravel,2338.62,Pago,CC-DCM-12
D003992,2024-03-09,DMAT,Pessoal,DataCloud,17258.81,Pago,CC-DMAT-04
D003993,2025-04-07,DEGEIT,Viagens,IberTravel,1232.15,Pago,CC-DEGEIT-06
D003994,2025-04-21,DGEO,Investigação,PrintWay,385.96,Pago,CC-DGEO-06
D003995,2025-02-26,DEGEIT,Manutenção,PrintWay,5229.21,Pago,CC-DEGEIT-04
D003996,2025-10-04,DEGEIT,Infraestruturas,GreenEnergy,17582.48,Pendente,CC-DEGEIT-02
D003997,2026-03-11,DCM,Serviços Externos,LabInstruments,9501.38,Pago,CC-DCM-07
D003998,2024-02-01,DBIO,Bolsas,TechVision,2826.94,Pago,CC-DBIO-08
D003999,2026-01-24,DQ,Serviços Externos,IberTravel,8671.06,Pago,CC-DQ-03
D004000,2024-09-11,DBIO,Viagens,GreenEnergy,5789.91,Pago,CC-DBIO-06
D004001,2024-04-05,DEGEIT,Serviços Externos,Global Office,12123.75,Pago,CC-DEGEIT-10
D004002,2025-07-02,DF,Manutenção,Global Office,18202.26,Pago,CC-DF-08
D004003,2025-03-13,DEGEIT,Infraestruturas,TechVision,48381.09,Pago,CC-DEGEIT-04
D004004,2025-08-14,DCM,Investigação,GreenEnergy,3380.29,Pago,CC-DCM-02
D004005,2025-06-08,DMAT,Pessoal,IberTravel,4766.19,Pago,CC-DMAT-06
D004006,2025-10-08,DLC,Investigação,LabInstruments,17299.95,Pago,CC-DLC-02
D004007,2025-01-26,DMAT,Serviços Externos,GreenEnergy,9138.24,Pago,CC-DMAT-10
D004008,2026-03-19,DETI,Viagens,TechVision,14542.34,Pago,CC-DETI-03
D004009,2024-09-28,DMAT,Infraestruturas,PrintWay,49125.25,Pago,CC-DMAT-07
D004010,2024-05-03,DCM,Serviços Externos,LabInstruments,17127.95,Pago,CC-DCM-05
D004011,2024-07-07,DGEO,Investigação,GreenEnergy,9602.36,Pendente,CC-DGEO-09
D004012,2025-10-09,DMAT,Infraestruturas,Campus Services,6245.46,Pago,CC-DMAT-05
D004013,2025-10-01,DMAT,Infraestruturas,LabInstruments,48463.21,Pago,CC-DMAT-06
D004014,2025-03-10,DCM,Equipamento,PrintWay,63023.36,Pago,CC-DCM-03
D004015,2025-01-09,DCM,Infraestruturas,TechVision,12466.98,Pendente,CC-DCM-08
D004016,2026-01-03,DLC,Bolsas,DataCloud,4924.69,Pago,CC-DLC-09
D004017,2026-01-18,DLC,Viagens,GreenEnergy,13583.85,Pendente,CC-DLC-08
D004018,2025-10-27,DF,Equipamento,TechVision,57816.75,Pago,CC-DF-10
D004019,2024-09-17,DEGEIT,Bolsas,TechVision,3838.68,Pago,CC-DEGEIT-04
D004020,2025-08-03,DCM,Viagens,GreenEnergy,5492.6,Pago,CC-DCM-12
D004021,2025-07-09,DBIO,Serviços Externos,TechVision,16128.55,Pendente,CC-DBIO-01
D004022,2024-02-18,DQ,Pessoal,TechVision,11212.52,Pago,CC-DQ-05
D004023,2025-07-26,DCM,Equipamento,GreenEnergy,36431.28,Pendente,CC-DCM-11
D004024,2025-11-26,DETI,Equipamento,TechVision,55168.09,Pago,CC-DETI-02
D004025,2025-04-06,DQ,Manutenção,Campus Services,5553.36,Pago,CC-DQ-02
D004026,2026-04-01,DETI,Bolsas,LabInstruments,15355.2,Pago,CC-DETI-12
D004027,2024-06-23,DLC,Viagens,TechVision,4480.29,Pago,CC-DLC-05
D004028,2024-03-11,DLC,Bolsas,MedSupply,7567.31,Pago,CC-DLC-04
D004029,2025-09-05,DQ,Investigação,MedSupply,8779.81,Pago,CC-DQ-03
D004030,2025-11-22,DEGEIT,Viagens,Campus Services,2018.08,Pago,CC-DEGEIT-03
D004031,2024-10-08,DMAT,Equipamento,TechVision,53594.44,Pago,CC-DMAT-01
D004032,2026-03-10,DEP,Manutenção,TechVision,11446.89,Pago,CC-DEP-12
D004033,2025-04-30,DGEO,Pessoal,MedSupply,3309.7,Pendente,CC-DGEO-06
D004034,2025-07-09,DLC,Investigação,LabInstruments,12082.69,Pendente,CC-DLC-11
D004035,2024-10-01,DGEO,Manutenção,TechVision,10442.87,Pendente,CC-DGEO-09
D004036,2024-12-23,DQ,Manutenção,PrintWay,9543.41,Anulado,CC-DQ-04
D004037,2025-07-13,DGEO,Serviços Externos,EduSoft,7720.14,Pago,CC-DGEO-11
D004038,2026-02-06,DLC,Infraestruturas,IberTravel,59436.69,Pendente,CC-DLC-01
D004039,2024-06-26,DF,Pessoal,TechVision,3172.36,Pago,CC-DF-05
D004040,2024-08-22,DCM,Investigação,EduSoft,4084.52,Pago,CC-DCM-11
D004041,2026-01-26,DLC,Investigação,LabInstruments,13588.28,Pago,CC-DLC-02
D004042,2024-04-05,DETI,Serviços Externos,TechVision,9558.99,Pendente,CC-DETI-11
D004043,2024-02-14,DLC,Equipamento,MedSupply,16152.89,Pago,CC-DLC-07
D004044,2025-01-28,DLC,Equipamento,PrintWay,3741.62,Pago,CC-DLC-08
D004045,2025-02-08,DGEO,Manutenção,Global Office,7944.62,Pago,CC-DGEO-01
D004046,2025-05-04,DLC,Serviços Externos,Campus Services,2572.4,Pendente,CC-DLC-12
D004047,2024-07-04,DCM,Viagens,IberTravel,8675.07,Pago,CC-DCM-02
D004048,2024-07-20,DBIO,Viagens,PrintWay,12354.38,Pago,CC-DBIO-05
D004049,2024-07-13,DBIO,Serviços Externos,DataCloud,11320.87,Pago,CC-DBIO-08
D004050,2024-02-15,DEP,Pessoal,EduSoft,10671.64,Pago,CC-DEP-09
D004051,2024-12-23,DCM,Investigação,MedSupply,6181.84,Anulado,CC-DCM-02
D004052,2024-05-15,DBIO,Infraestruturas,IberTravel,44100.95,Pago,CC-DBIO-05
D004053,2024-07-22,DMAT,Equipamento,IberTravel,11873.54,Pago,CC-DMAT-02
D004054,2024-08-22,DF,Viagens,IberTravel,3405.48,Pago,CC-DF-11
D004055,2024-01-04,DCM,Serviços Externos,DataCloud,2524.63,Anulado,CC-DCM-09
D004056,2024-09-22,DEP,Investigação,IberTravel,15364.36,Anulado,CC-DEP-08
D004057,2025-11-10,DLC,Viagens,Campus Services,8248.33,Pago,CC-DLC-06
D004058,2025-02-19,DEP,Manutenção,MedSupply,6585.14,Pendente,CC-DEP-03
D004059,2024-05-11,DEGEIT,Pessoal,Campus Services,10151.38,Pendente,CC-DEGEIT-05
D004060,2025-10-25,DBIO,Viagens,Campus Services,12040.6,Anulado,CC-DBIO-09
D004061,2024-12-31,DGEO,Serviços Externos,PrintWay,18497.45,Pago,CC-DGEO-03
D004062,2024-10-24,DF,Infraestruturas,GreenEnergy,59343.14,Pago,CC-DF-02
D004063,2025-11-30,DLC,Pessoal,EduSoft,2243.37,Pago,CC-DLC-08
D004064,2024-05-09,DQ,Infraestruturas,DataCloud,24968.43,Pago,CC-DQ-03
D004065,2025-01-31,DBIO,Investigação,PrintWay,1790.53,Pago,CC-DBIO-06
D004066,2026-03-16,DQ,Serviços Externos,PrintWay,14612.58,Pago,CC-DQ-01
D004067,2024-01-31,DGEO,Bolsas,IberTravel,7810.62,Pago,CC-DGEO-09
D004068,2025-08-25,DETI,Investigação,GreenEnergy,9465.49,Pendente,CC-DETI-08
D004069,2024-11-03,DEGEIT,Viagens,EduSoft,14637.46,Pago,CC-DEGEIT-11
D004070,2024-07-09,DEP,Infraestruturas,MedSupply,21402.78,Pago,CC-DEP-09
D004071,2025-09-09,DGEO,Viagens,GreenEnergy,13347.75,Pago,CC-DGEO-11
D004072,2025-08-31,DF,Investigação,LabInstruments,8190.65,Pago,CC-DF-01
D004073,2024-08-20,DGEO,Bolsas,PrintWay,987.82,Anulado,CC-DGEO-03
D004074,2024-07-20,DQ,Manutenção,PrintWay,13878.68,Anulado,CC-DQ-05
D004075,2024-04-09,DGEO,Infraestruturas,LabInstruments,4100.61,Pago,CC-DGEO-05
D004076,2024-09-12,DETI,Pessoal,Global Office,449.21,Pago,CC-DETI-04
D004077,2025-07-31,DLC,Equipamento,IberTravel,50087.48,Pago,CC-DLC-09
D004078,2025-02-04,DMAT,Equipamento,IberTravel,41635.61,Pago,CC-DMAT-10
D004079,2026-01-31,DCM,Investigação,Global Office,6319.96,Pago,CC-DCM-08
D004080,2024-10-31,DQ,Investigação,Campus Services,12651.3,Pago,CC-DQ-09
D004081,2024-01-05,DQ,Bolsas,DataCloud,18012.69,Pendente,CC-DQ-07
D004082,2025-12-31,DF,Infraestruturas,LabInstruments,62386.42,Pago,CC-DF-09
D004083,2025-01-29,DF,Infraestruturas,GreenEnergy,24007.52,Pago,CC-DF-12
D004084,2024-06-03,DEGEIT,Investigação,TechVision,536.3,Pago,CC-DEGEIT-10
D004085,2026-03-06,DEGEIT,Serviços Externos,MedSupply,1428.86,Pendente,CC-DEGEIT-12
D004086,2024-03-13,DCM,Bolsas,Global Office,15691.84,Pago,CC-DCM-07
D004087,2025-05-24,DGEO,Investigação,LabInstruments,694.72,Pendente,CC-DGEO-11
D004088,2025-02-05,DEP,Viagens,Global Office,13313.8,Pago,CC-DEP-05
D004089,2024-09-01,DQ,Bolsas,IberTravel,2797.34,Pago,CC-DQ-04
D004090,2025-08-09,DCM,Serviços Externos,Global Office,8762.22,Pago,CC-DCM-08
D004091,2025-11-17,DBIO,Manutenção,GreenEnergy,13245.25,Pago,CC-DBIO-03
D004092,2025-05-22,DF,Investigação,DataCloud,4518.55,Pago,CC-DF-05
D004093,2025-07-23,DLC,Bolsas,PrintWay,4730.82,Pago,CC-DLC-03
D004094,2025-08-07,DGEO,Viagens,GreenEnergy,15366.52,Pago,CC-DGEO-06
D004095,2024-05-06,DETI,Equipamento,Global Office,60137.14,Pago,CC-DETI-02
D004096,2025-11-21,DEGEIT,Manutenção,Campus Services,16646.63,Pago,CC-DEGEIT-03
D004097,2026-02-07,DCM,Infraestruturas,IberTravel,19459.89,Pago,CC-DCM-02
D004098,2025-04-28,DCM,Infraestruturas,Global Office,58018.14,Pendente,CC-DCM-01
D004099,2024-06-29,DEP,Manutenção,PrintWay,4377.52,Pago,CC-DEP-02
D004100,2025-03-28,DLC,Bolsas,EduSoft,9577.32,Anulado,CC-DLC-08
D004101,2025-04-19,DEP,Investigação,TechVision,10888.1,Pago,CC-DEP-02
D004102,2024-05-08,DMAT,Investigação,EduSoft,9607.19,Pendente,CC-DMAT-01
D004103,2024-11-24,DLC,Bolsas,EduSoft,17419.0,Pago,CC-DLC-05
D004104,2025-06-24,DBIO,Equipamento,Campus Services,40986.82,Pago,CC-DBIO-04
D004105,2025-04-26,DEP,Serviços Externos,TechVision,13595.3,Pago,CC-DEP-11
D004106,2025-05-23,DEGEIT,Infraestruturas,LabInstruments,36798.64,Pago,CC-DEGEIT-12
D004107,2025-06-05,DMAT,Equipamento,PrintWay,62496.04,Pago,CC-DMAT-04
D004108,2024-10-01,DEP,Serviços Externos,LabInstruments,16617.61,Pago,CC-DEP-01
D004109,2025-05-18,DGEO,Pessoal,EduSoft,5077.76,Pago,CC-DGEO-02
D004110,2025-12-19,DBIO,Infraestruturas,PrintWay,25072.02,Pago,CC-DBIO-09
D004111,2025-01-27,DCM,Investigação,DataCloud,6373.55,Pago,CC-DCM-02
D004112,2024-01-14,DLC,Infraestruturas,PrintWay,36310.19,Pago,CC-DLC-03
D004113,2024-12-17,DETI,Manutenção,GreenEnergy,10975.43,Pago,CC-DETI-09
D004114,2025-12-31,DEGEIT,Bolsas,IberTravel,18393.43,Pago,CC-DEGEIT-07
D004115,2024-09-12,DBIO,Manutenção,Campus Services,7389.07,Pago,CC-DBIO-05
D004116,2025-06-19,DCM,Equipamento,PrintWay,23169.25,Pago,CC-DCM-01
D004117,2025-11-04,DEGEIT,Viagens,MedSupply,18285.54,Pago,CC-DEGEIT-02
D004118,2024-02-04,DMAT,Pessoal,Campus Services,1173.29,Pago,CC-DMAT-11
D004119,2024-05-17,DETI,Serviços Externos,Campus Services,14637.13,Pago,CC-DETI-03
D004120,2025-04-13,DEGEIT,Bolsas,GreenEnergy,17477.01,Pago,CC-DEGEIT-03
D004121,2026-02-04,DEP,Investigação,GreenEnergy,7091.32,Pago,CC-DEP-04
D004122,2024-07-10,DBIO,Viagens,MedSupply,16901.63,Pago,CC-DBIO-05
D004123,2024-02-14,DQ,Manutenção,Campus Services,9840.43,Pago,CC-DQ-08
D004124,2024-10-03,DEGEIT,Infraestruturas,GreenEnergy,28975.87,Pago,CC-DEGEIT-10
D004125,2025-06-18,DLC,Manutenção,Global Office,7755.01,Pago,CC-DLC-06
D004126,2024-09-29,DEGEIT,Bolsas,GreenEnergy,9646.02,Pago,CC-DEGEIT-01
D004127,2025-10-23,DBIO,Serviços Externos,TechVision,16258.41,Pago,CC-DBIO-07
D004128,2026-01-20,DCM,Investigação,Campus Services,14696.43,Pago,CC-DCM-05
D004129,2024-10-03,DMAT,Equipamento,IberTravel,24234.88,Pago,CC-DMAT-01
D004130,2024-03-04,DF,Viagens,EduSoft,16457.45,Pendente,CC-DF-01
D004131,2025-09-10,DQ,Pessoal,Global Office,11376.59,Pago,CC-DQ-02
D004132,2024-06-26,DETI,Manutenção,GreenEnergy,6286.91,Pago,CC-DETI-10
D004133,2024-10-11,DGEO,Manutenção,LabInstruments,11879.66,Pendente,CC-DGEO-11
D004134,2024-10-02,DLC,Bolsas,DataCloud,2069.76,Pendente,CC-DLC-09
D004135,2025-09-13,DMAT,Viagens,EduSoft,17895.63,Pago,CC-DMAT-10
D004136,2024-12-19,DBIO,Pessoal,Global Office,520.13,Pendente,CC-DBIO-02
D004137,2024-06-06,DQ,Serviços Externos,EduSoft,4900.53,Pago,CC-DQ-06
D004138,2025-12-05,DF,Infraestruturas,IberTravel,16349.75,Pago,CC-DF-10
D004139,2024-07-03,DMAT,Serviços Externos,MedSupply,7487.6,Pago,CC-DMAT-01
D004140,2024-03-09,DMAT,Infraestruturas,DataCloud,33356.7,Pago,CC-DMAT-08
D004141,2026-03-14,DEGEIT,Serviços Externos,GreenEnergy,5640.03,Pago,CC-DEGEIT-07
D004142,2025-10-08,DETI,Infraestruturas,IberTravel,37360.92,Pago,CC-DETI-09
D004143,2025-07-15,DEGEIT,Manutenção,LabInstruments,7016.9,Pago,CC-DEGEIT-07
D004144,2024-03-13,DEP,Bolsas,TechVision,5316.77,Pago,CC-DEP-05
D004145,2026-02-17,DLC,Pessoal,TechVision,1261.75,Pendente,CC-DLC-03
D004146,2025-06-07,DBIO,Bolsas,MedSupply,11237.21,Pago,CC-DBIO-04
D004147,2026-02-27,DLC,Pessoal,TechVision,7963.85,Pago,CC-DLC-10
D004148,2025-03-09,DCM,Investigação,IberTravel,1540.35,Pendente,CC-DCM-04
D004149,2025-07-31,DMAT,Pessoal,Global Office,17200.07,Pendente,CC-DMAT-11
D004150,2025-01-18,DETI,Viagens,TechVision,17817.8,Pago,CC-DETI-05
D004151,2025-03-10,DLC,Investigação,TechVision,16260.64,Pago,CC-DLC-11
D004152,2024-12-23,DLC,Investigação,Campus Services,15286.16,Anulado,CC-DLC-12
