inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0020360,A01917,PROG,2,2022/2023,16,Aprovado,Especial
I0020361,A01917,CALC,2,2023/2024,4,Reprovado,Normal
I0020362,A01917,EDUC,2,2023/2024,7,Reprovado,Especial
I0020363,A01917,ESTA,2,2025/2026,15,Aprovado,Normal
I0020364,A01917,SINA,1,2023/2024,13,Aprovado,Normal
I0020365,A01918,ANAC,1,2025/2026,5,Reprovado,Recurso
I0020366,A01918,FINA,2,2022/2023,14,Aprovado,Normal
I0020367,A01918,BDAD,2,2025/2026,5,Reprovado,Normal
I0020368,A01918,ALGA,1,2020/2021,12,Aprovado,Normal
I0020369,A01918,MLAB,2,2023/2024,14,Aprovado,Recurso
I0020370,A01918,GENE,2,2023/2024,16,Aprovado,Normal
I0020371,A01918,DWHS,1,2023/2024,19,Aprovado,Normal
I0020372,A01918,BIAR,2,2020/2021,11,Aprovado,Normal
I0020373,A01918,TRAD,1,2024/2025,20,Aprovado,Normal
I0020374,A01918,REDES,2,2024/2025,1,Reprovado,Recurso
I0020375,A01918,FIS2,1,2022/2023,19,Aprovado,Normal
I0020376,A01918,ESTG,2,2021/2022,13,Aprovado,Normal
I0020377,A01919,ANAC,2,2022/2023,14,Aprovado,Normal
I0020378,A01919,BIOC,2,2025/2026,16,Aprovado,Recurso
I0020379,A01919,ALGA,1,2022/2023,13,Aprovado,Normal
I0020380,A01919,DWHS,1,2023/2024,15,Aprovado,Normal
I0020381,A01919,SOFT,2,2025/2026,12,Aprovado,Normal
I0020382,A01919,BDAD,2,2022/2023,10,Aprovado,Normal
I0020383,A01919,MACR,1,2023/2024,13,Aprovado,Normal
I0020384,A01919,ING1,2,2023/2024,19,Aprovado,Normal
I0020385,A01919,PROG,2,2023/2024,12,Aprovado,Normal
I0020386,A01919,ESTG,1,2024/2025,14,Aprovado,Normal
I0020387,A01919,FINA,2,2025/2026,13,Aprovado,Normal
I0020388,A01920,BIOC,1,2024/2025,20,Aprovado,Normal
I0020389,A01920,ALGA,2,2025/2026,5,Reprovado,Recurso
I0020390,A01920,MLAB,1,2022/2023,4,Reprovado,Normal
I0020391,A01920,SINA,1,2025/2026,15,Aprovado,Recurso
I0020392,A01920,SEMI,2,2024/2025,11,Aprovado,Especial
I0020393,A01920,QUIM,2,2022/2023,17,Aprovado,Normal
I0020394,A01920,DSCI,1,2022/2023,2,Reprovado,Normal
I0020395,A01920,ESTA,2,2023/2024,4,Reprovado,Especial
I0020396,A01920,CONT,2,2022/2023,,Não avaliado,Normal
I0020397,A01920,ESTG,1,2025/2026,0,Reprovado,Normal
I0020398,A01921,SINA,1,2024/2025,12,Aprovado,Recurso
I0020399,A01921,TRAD,1,2025/2026,9,Reprovado,Normal
I0020400,A01921,CALC,1,2025/2026,,Não avaliado,Normal
I0020401,A01921,BDAD,2,2023/2024,17,Aprovado,Normal
I0020402,A01921,ESTG,2,2024/2025,11,Aprovado,Normal
I0020403,A01921,PSIC,1,2024/2025,13,Aprovado,Normal
I0020404,A01921,FIS1,2,2022/2023,19,Aprovado,Normal
I0020405,A01921,SOFT,1,2023/2024,,Não avaliado,Normal
I0020406,A01921,EDUC,1,2025/2026,5,Reprovado,Normal
I0020407,A01921,BIAR,2,2022/2023,,Não avaliado,Normal
I0020408,A01921,REDES,1,2025/2026,17,Aprovado,Recurso
I0020409,A01921,PROG,1,2023/2024,,Não avaliado,Normal
I0020410,A01921,SEMI,1,2023/2024,15,Aprovado,Normal
I0020411,A01922,MACR,2,2025/2026,13,Aprovado,Recurso
I0020412,A01922,FIS2,1,2025/2026,,Não avaliado,Normal
I0020413,A01922,QUIM,2,2025/2026,16,Aprovado,Recurso
I0020414,A01922,MICR,2,2025/2026,15,Aprovado,Recurso
I0020415,A01922,FIS1,2,2025/2026,19,Aprovado,Normal
I0020416,A01922,CALC,2,2025/2026,17,Aprovado,Normal
I0020417,A01922,BDAD,1,2025/2026,20,Aprovado,Recurso
I0020418,A01922,ESTA,1,2025/2026,3,Reprovado,Normal
I0020419,A01922,TRAD,1,2025/2026,0,Reprovado,Normal
I0020420,A01922,PROJ,2,2025/2026,18,Aprovado,Recurso
I0020421,A01922,REDES,2,2025/2026,10,Aprovado,Normal
I0020422,A01922,MLAB,1,2025/2026,15,Aprovado,Recurso
I0020423,A01922,PSIC,1,2025/2026,18,Aprovado,Normal
I0020424,A01923,SINA,1,2022/2023,6,Reprovado,Normal
I0020425,A01923,CALC,1,2023/2024,4,Reprovado,Especial
I0020426,A01923,BIAR,1,2021/2022,0,Reprovado,Normal
I0020427,A01923,FINA,2,2022/2023,17,Aprovado,Especial
I0020428,A01923,SOFT,1,2024/2025,9,Reprovado,Normal
I0020429,A01923,DWHS,2,2023/2024,17,Aprovado,Normal
I0020430,A01923,MACR,1,2023/2024,2,Reprovado,Recurso
I0020431,A01923,ALGA,2,2021/2022,13,Aprovado,Normal
I0020432,A01923,DSCI,2,2021/2022,16,Aprovado,Normal
I0020433,A01923,ESTA,1,2025/2026,16,Aprovado,Normal
I0020434,A01923,PROJ,1,2021/2022,11,Aprovado,Normal
I0020435,A01923,MICR,2,2023/2024,12,Aprovado,Normal
I0020436,A01923,PSIC,2,2021/2022,,Não avaliado,Normal
I0020437,A01923,TRAD,2,2021/2022,17,Aprovado,Normal
I0020438,A01924,REDES,1,2025/2026,,Não avaliado,Recurso
I0020439,A01924,DSCI,1,2025/2026,16,Aprovado,Normal
I0020440,A01924,BDAD,2,2025/2026,18,Aprovado,Normal
I0020441,A01924,FIS1,1,2025/2026,,Não avaliado,Especial
I0020442,A01924,CONT,1,2025/2026,20,Aprovado,Normal
I0020443,A01924,TRAD,1,2025/2026,10,Aprovado,Normal
I0020444,A01924,MKTG,2,2025/2026,12,Aprovado,Recurso
I0020445,A01924,SOFT,1,2025/2026,,Não avaliado,Normal
I0020446,A01924,ALGA,1,2025/2026,14,Aprovado,Normal
I0020447,A01924,SEMI,1,2025/2026,19,Aprovado,Especial
I0020448,A01924,QUIM,1,2025/2026,14,Aprovado,Normal
I0020449,A01924,PROG,1,2025/2026,11,Aprovado,Normal
I0020450,A01925,SINA,1,2023/2024,5,Reprovado,Especial
I0020451,A01925,SOFT,1,2023/2024,10,Aprovado,Normal
I0020452,A01925,PROJ,1,2023/2024,16,Aprovado,Normal
I0020453,A01925,FINA,2,2023/2024,,Não avaliado,Normal
I0020454,A01925,FIS2,1,2023/2024,19,Aprovado,Normal
I0020455,A01925,MICR,1,2024/2025,12,Aprovado,Recurso
I0020456,A01925,PROG,1,2023/2024,12,Aprovado,Normal
I0020457,A01925,SEMI,1,2024/2025,11,Aprovado,Normal
I0020458,A01925,MLAB,1,2025/2026,18,Aprovado,Normal
I0020459,A01925,GENE,2,2023/2024,5,Reprovado,Normal
I0020460,A01925,BDAD,1,2023/2024,18,Aprovado,Normal
I0020461,A01925,REDES,2,2024/2025,10,Aprovado,Normal
I0020462,A01925,CALC,2,2024/2025,18,Aprovado,Normal
I0020463,A01925,MACR,1,2023/2024,,Não avaliado,Recurso
I0020464,A01926,PROJ,1,2021/2022,19,Aprovado,Normal
I0020465,A01926,DWHS,1,2024/2025,2,Reprovado,Recurso
I0020466,A01926,ESTG,2,2025/2026,19,Aprovado,Normal
I0020467,A01926,BIOC,1,2022/2023,18,Aprovado,Normal
I0020468,A01926,FINA,2,2022/2023,7,Reprovado,Normal
I0020469,A01926,GENE,2,2021/2022,3,Reprovado,Normal
I0020470,A01926,SINA,2,2025/2026,12,Aprovado,Normal
I0020471,A01926,ANAC,1,2021/2022,14,Aprovado,Normal
I0020472,A01926,QUIM,2,2022/2023,18,Aprovado,Recurso
I0020473,A01927,BIOC,2,2025/2026,17,Aprovado,Normal
I0020474,A01927,BDAD,2,2025/2026,,Não avaliado,Normal
I0020475,A01927,QUIM,2,2025/2026,16,Aprovado,Normal
I0020476,A01927,PROG,2,2025/2026,15,Aprovado,Normal
I0020477,A01927,DWHS,2,2025/2026,19,Aprovado,Normal
I0020478,A01927,ING1,2,2025/2026,17,Aprovado,Normal
I0020479,A01927,EDUC,1,2025/2026,15,Aprovado,Recurso
I0020480,A01927,TRAD,1,2025/2026,10,Aprovado,Normal
I0020481,A01927,MKTG,2,2025/2026,16,Aprovado,Normal
I0020482,A01928,TRAD,1,2020/2021,1,Reprovado,Normal
I0020483,A01928,FIS1,2,2021/2022,16,Aprovado,Normal
I0020484,A01928,ESTA,2,2022/2023,16,Aprovado,Normal
I0020485,A01928,ING1,2,2024/2025,12,Aprovado,Recurso
I0020486,A01928,EDUC,1,2020/2021,12,Aprovado,Normal
I0020487,A01928,ANAC,1,2025/2026,18,Aprovado,Normal
I0020488,A01928,BIOC,1,2025/2026,16,Aprovado,Normal
I0020489,A01928,PROG,2,2025/2026,,Não avaliado,Normal
I0020490,A01928,SEMI,1,2024/2025,20,Aprovado,Normal
I0020491,A01929,DWHS,2,2024/2025,18,Aprovado,Normal
I0020492,A01929,GENE,1,2025/2026,14,Aprovado,Normal
I0020493,A01929,FINA,2,2025/2026,19,Aprovado,Normal
I0020494,A01929,SEMI,2,2024/2025,15,Aprovado,Especial
I0020495,A01929,CONT,1,2023/2024,15,Aprovado,Recurso
I0020496,A01929,ESTA,1,2024/2025,12,Aprovado,Normal
I0020497,A01929,CALC,2,2023/2024,16,Aprovado,Normal
I0020498,A01929,PSIC,2,2025/2026,6,Reprovado,Recurso
I0020499,A01929,EDUC,2,2025/2026,12,Aprovado,Normal
I0020500,A01929,PROG,1,2025/2026,17,Aprovado,Recurso
I0020501,A01929,PROJ,2,2024/2025,14,Aprovado,Normal
I0020502,A01930,DSCI,2,2025/2026,2,Reprovado,Especial
I0020503,A01930,MKTG,1,2025/2026,0,Reprovado,Especial
I0020504,A01930,PROJ,2,2025/2026,20,Aprovado,Recurso
I0020505,A01930,ESTA,1,2025/2026,18,Aprovado,Recurso
I0020506,A01930,QUIM,1,2025/2026,10,Aprovado,Recurso
I0020507,A01930,FIS1,1,2025/2026,15,Aprovado,Normal
I0020508,A01930,ANAC,2,2025/2026,20,Aprovado,Normal
I0020509,A01930,BDAD,1,2025/2026,1,Reprovado,Especial
I0020510,A01931,ANAC,2,2020/2021,18,Aprovado,Normal
I0020511,A01931,ESTA,2,2023/2024,8,Reprovado,Normal
I0020512,A01931,BDAD,2,2023/2024,15,Aprovado,Especial
I0020513,A01931,MICR,2,2025/2026,16,Aprovado,Normal
I0020514,A01931,TRAD,1,2021/2022,,Não avaliado,Normal
I0020515,A01931,DWHS,2,2023/2024,16,Aprovado,Normal
I0020516,A01931,REDES,2,2025/2026,14,Aprovado,Normal
I0020517,A01931,MACR,2,2023/2024,7,Reprovado,Normal
I0020518,A01931,DSCI,1,2023/2024,16,Aprovado,Recurso
I0020519,A01931,SINA,2,2022/2023,,Não avaliado,Normal
I0020520,A01931,MLAB,2,2023/2024,13,Aprovado,Normal
I0020521,A01931,GENE,1,2022/2023,8,Reprovado,Recurso
I0020522,A01932,CALC,2,2025/2026,,Não avaliado,Normal
I0020523,A01932,ESTG,2,2025/2026,17,Aprovado,Normal
I0020524,A01932,ALGA,1,2025/2026,11,Aprovado,Normal
I0020525,A01932,DSCI,2,2025/2026,19,Aprovado,Recurso
I0020526,A01932,SEMI,2,2025/2026,20,Aprovado,Normal
I0020527,A01932,SOFT,2,2025/2026,11,Aprovado,Recurso
I0020528,A01932,FINA,1,2025/2026,1,Reprovado,Recurso
I0020529,A01932,EDUC,1,2025/2026,11,Aprovado,Recurso
I0020530,A01932,GENE,1,2025/2026,16,Aprovado,Normal
I0020531,A01932,TRAD,2,2025/2026,13,Aprovado,Normal
I0020532,A01933,MACR,2,2023/2024,20,Aprovado,Normal
I0020533,A01933,SOFT,2,2023/2024,11,Aprovado,Normal
I0020534,A01933,SEMI,1,2023/2024,10,Aprovado,Normal
I0020535,A01933,SINA,2,2023/2024,11,Aprovado,Normal
I0020536,A01933,MICR,1,2024/2025,4,Reprovado,Normal
I0020537,A01933,GENE,1,2023/2024,18,Aprovado,Recurso
I0020538,A01933,MLAB,1,2025/2026,,Não avaliado,Normal
I0020539,A01933,BDAD,2,2023/2024,15,Aprovado,Recurso
I0020540,A01933,FINA,1,2023/2024,14,Aprovado,Normal
I0020541,A01933,ALGA,2,2024/2025,17,Aprovado,Normal
I0020542,A01933,DSCI,2,2023/2024,,Não avaliado,Normal
I0020543,A01933,ESTG,1,2023/2024,13,Aprovado,Recurso
I0020544,A01934,REDES,1,2023/2024,7,Reprovado,Normal
I0020545,A01934,MLAB,2,2023/2024,7,Reprovado,Normal
I0020546,A01934,ANAC,2,2025/2026,,Não avaliado,Normal
I0020547,A01934,BIOC,2,2023/2024,8,Reprovado,Normal
I0020548,A01934,GENE,1,2023/2024,13,Aprovado,Recurso
I0020549,A01934,DSCI,1,2025/2026,12,Aprovado,Recurso
I0020550,A01934,FIS2,1,2023/2024,11,Aprovado,Especial
I0020551,A01934,BIAR,2,2023/2024,17,Aprovado,Normal
I0020552,A01934,QUIM,2,2023/2024,16,Aprovado,Normal
I0020553,A01935,REDES,2,2025/2026,,Não avaliado,Normal
I0020554,A01935,GENE,1,2024/2025,14,Aprovado,Normal
I0020555,A01935,BIOC,1,2025/2026,20,Aprovado,Especial
I0020556,A01935,QUIM,2,2024/2025,13,Aprovado,Normal
I0020557,A01935,SINA,2,2024/2025,18,Aprovado,Normal
I0020558,A01935,EDUC,2,2025/2026,19,Aprovado,Recurso
I0020559,A01935,ALGA,1,2024/2025,,Não avaliado,Recurso
I0020560,A01935,BIAR,2,2024/2025,14,Aprovado,Normal
I0020561,A01936,BDAD,1,2025/2026,20,Aprovado,Recurso
I0020562,A01936,SEMI,1,2025/2026,12,Aprovado,Normal
I0020563,A01936,ALGA,1,2024/2025,17,Aprovado,Especial
I0020564,A01936,ANAC,2,2024/2025,12,Aprovado,Especial
I0020565,A01936,MACR,1,2025/2026,4,Reprovado,Recurso
I0020566,A01936,MKTG,1,2024/2025,19,Aprovado,Normal
I0020567,A01936,MLAB,1,2025/2026,12,Aprovado,Normal
I0020568,A01936,SINA,2,2024/2025,7,Reprovado,Especial
I0020569,A01936,CALC,1,2024/2025,20,Aprovado,Normal
I0020570,A01936,ESTG,2,2024/2025,16,Aprovado,Recurso
I0020571,A01937,MLAB,2,2021/2022,,Não avaliado,Normal
I0020572,A01937,QUIM,2,2023/2024,,Não avaliado,Recurso
I0020573,A01937,SOFT,1,2025/2026,19,Aprovado,Recurso
I0020574,A01937,DWHS,1,2023/2024,0,Reprovado,Normal
I0020575,A01937,CONT,2,2024/2025,12,Aprovado,Recurso
I0020576,A01937,ESTA,1,2023/2024,9,Reprovado,Normal
I0020577,A01937,MACR,1,2024/2025,9,Reprovado,Normal
I0020578,A01937,EDUC,1,2025/2026,14,Aprovado,Normal
I0020579,A01937,GENE,1,2022/2023,,Não avaliado,Recurso
I0020580,A01937,BDAD,2,2024/2025,14,Aprovado,Normal
I0020581,A01937,FIS2,2,2025/2026,20,Aprovado,Normal
I0020582,A01937,PROJ,1,2024/2025,15,Aprovado,Normal
I0020583,A01937,DSCI,2,2022/2023,13,Aprovado,Normal
I0020584,A01937,MICR,2,2021/2022,16,Aprovado,Normal
I0020585,A01937,ING1,1,2022/2023,15,Aprovado,Normal
I0020586,A01938,BIAR,2,2021/2022,5,Reprovado,Normal
I0020587,A01938,ALGA,1,2022/2023,2,Reprovado,Normal
I0020588,A01938,DWHS,2,2024/2025,1,Reprovado,Recurso
I0020589,A01938,PROJ,1,2024/2025,7,Reprovado,Normal
I0020590,A01938,SINA,1,2023/2024,1,Reprovado,Especial
I0020591,A01938,SOFT,1,2025/2026,,Não avaliado,Normal
I0020592,A01938,GENE,1,2025/2026,17,Aprovado,Normal
I0020593,A01938,MLAB,1,2023/2024,1,Reprovado,Normal
I0020594,A01938,SEMI,1,2023/2024,17,Aprovado,Normal
I0020595,A01938,PROG,2,2022/2023,13,Aprovado,Especial
I0020596,A01938,FIS2,2,2021/2022,,Não avaliado,Recurso
I0020597,A01939,DWHS,1,2022/2023,2,Reprovado,Normal
I0020598,A01939,PSIC,2,2025/2026,8,Reprovado,Recurso
I0020599,A01939,SINA,2,2025/2026,15,Aprovado,Especial
I0020600,A01939,ESTG,1,2022/2023,11,Aprovado,Normal
I0020601,A01939,EDUC,1,2022/2023,14,Aprovado,Normal
I0020602,A01939,FIS2,1,2023/2024,10,Aprovado,Especial
I0020603,A01939,ING1,2,2022/2023,16,Aprovado,Recurso
I0020604,A01939,BIOC,1,2023/2024,14,Aprovado,Recurso
I0020605,A01939,GENE,1,2024/2025,15,Aprovado,Normal
I0020606,A01939,BIAR,1,2024/2025,20,Aprovado,Especial
I0020607,A01940,MKTG,1,2021/2022,15,Aprovado,Normal
I0020608,A01940,MLAB,1,2021/2022,4,Reprovado,Normal
I0020609,A01940,TRAD,2,2024/2025,,Não avaliado,Normal
I0020610,A01940,EDUC,1,2021/2022,1,Reprovado,Normal
I0020611,A01940,REDES,1,2025/2026,17,Aprovado,Normal
I0020612,A01940,MICR,1,2025/2026,20,Aprovado,Normal
I0020613,A01940,SOFT,1,2025/2026,13,Aprovado,Normal
I0020614,A01940,PROG,2,2023/2024,15,Aprovado,Normal
I0020615,A01940,FIS2,1,2020/2021,16,Aprovado,Recurso
I0020616,A01940,ALGA,1,2024/2025,10,Aprovado,Normal
I0020617,A01940,FIS1,1,2022/2023,5,Reprovado,Especial
I0020618,A01940,CONT,1,2023/2024,13,Aprovado,Recurso
I0020619,A01940,PROJ,1,2020/2021,15,Aprovado,Normal
I0020620,A01940,BDAD,2,2020/2021,14,Aprovado,Normal
I0020621,A01941,ALGA,1,2023/2024,10,Aprovado,Normal
I0020622,A01941,GENE,2,2020/2021,12,Aprovado,Normal
I0020623,A01941,TRAD,2,2020/2021,13,Aprovado,Normal
I0020624,A01941,MACR,1,2021/2022,18,Aprovado,Normal
I0020625,A01941,ESTA,2,2023/2024,8,Reprovado,Normal
I0020626,A01941,FINA,1,2025/2026,18,Aprovado,Recurso
I0020627,A01941,SEMI,2,2025/2026,11,Aprovado,Especial
I0020628,A01941,EDUC,2,2025/2026,0,Reprovado,Recurso
I0020629,A01941,REDES,2,2021/2022,,Não avaliado,Recurso
I0020630,A01941,DSCI,2,2021/2022,19,Aprovado,Normal
I0020631,A01941,PSIC,1,2024/2025,7,Reprovado,Normal
I0020632,A01942,TRAD,1,2022/2023,11,Aprovado,Normal
I0020633,A01942,CALC,2,2022/2023,,Não avaliado,Recurso
I0020634,A01942,REDES,2,2022/2023,20,Aprovado,Normal
I0020635,A01942,DWHS,2,2022/2023,18,Aprovado,Normal
I0020636,A01942,MLAB,1,2024/2025,18,Aprovado,Normal
I0020637,A01942,PROJ,2,2022/2023,19,Aprovado,Especial
I0020638,A01942,FINA,1,2023/2024,,Não avaliado,Especial
I0020639,A01942,GENE,2,2024/2025,0,Reprovado,Especial
I0020640,A01942,FIS1,2,2023/2024,,Não avaliado,Normal
I0020641,A01943,QUIM,1,2024/2025,14,Aprovado,Normal
I0020642,A01943,SOFT,1,2024/2025,12,Aprovado,Normal
I0020643,A01943,SEMI,2,2024/2025,11,Aprovado,Normal
I0020644,A01943,DSCI,1,2025/2026,,Não avaliado,Normal
I0020645,A01943,ANAC,2,2020/2021,10,Aprovado,Recurso
I0020646,A01943,MLAB,1,2025/2026,20,Aprovado,Especial
I0020647,A01943,DWHS,1,2024/2025,15,Aprovado,Normal
I0020648,A01943,CALC,2,2021/2022,12,Aprovado,Normal
I0020649,A01943,ESTG,2,2025/2026,,Não avaliado,Normal
I0020650,A01943,BIOC,1,2021/2022,17,Aprovado,Normal
I0020651,A01943,BIAR,1,2024/2025,18,Aprovado,Recurso
I0020652,A01943,SINA,1,2020/2021,,Não avaliado,Normal
I0020653,A01943,ALGA,1,2022/2023,10,Aprovado,Especial
I0020654,A01944,PROJ,2,2021/2022,7,Reprovado,Normal
I0020655,A01944,SINA,2,2020/2021,,Não avaliado,Normal
I0020656,A01944,DSCI,1,2025/2026,11,Aprovado,Recurso
I0020657,A01944,SOFT,1,2024/2025,13,Aprovado,Normal
I0020658,A01944,CONT,2,2021/2022,20,Aprovado,Normal
I0020659,A01944,BDAD,2,2024/2025,18,Aprovado,Normal
I0020660,A01944,ESTG,1,2023/2024,10,Aprovado,Especial
I0020661,A01944,CALC,1,2022/2023,13,Aprovado,Normal
I0020662,A01944,TRAD,2,2024/2025,,Não avaliado,Normal
I0020663,A01944,ESTA,2,2021/2022,8,Reprovado,Recurso
I0020664,A01944,BIAR,1,2025/2026,11,Aprovado,Recurso
I0020665,A01944,QUIM,1,2024/2025,15,Aprovado,Normal
I0020666,A01944,ING1,2,2021/2022,6,Reprovado,Normal
I0020667,A01945,EDUC,1,2024/2025,,Não avaliado,Normal
I0020668,A01945,DWHS,2,2020/2021,,Não avaliado,Recurso
I0020669,A01945,PROJ,2,2020/2021,3,Reprovado,Normal
I0020670,A01945,CALC,2,2023/2024,12,Aprovado,Recurso
I0020671,A01945,ESTA,1,2022/2023,,Não avaliado,Normal
I0020672,A01945,MACR,2,2025/2026,19,Aprovado,Normal
I0020673,A01945,BIOC,1,2020/2021,13,Aprovado,Recurso
I0020674,A01945,ESTG,1,2023/2024,17,Aprovado,Recurso
I0020675,A01945,ANAC,2,2020/2021,,Não avaliado,Normal
I0020676,A01945,MKTG,1,2023/2024,18,Aprovado,Especial
I0020677,A01945,ING1,2,2020/2021,,Não avaliado,Normal
I0020678,A01946,PSIC,1,2025/2026,11,Aprovado,Normal
I0020679,A01946,PROG,1,2021/2022,15,Aprovado,Normal
I0020680,A01946,MACR,2,2025/2026,3,Reprovado,Normal
I0020681,A01946,CONT,2,2025/2026,17,Aprovado,Normal
I0020682,A01946,BIOC,2,2023/2024,11,Aprovado,Normal
I0020683,A01946,FINA,2,2024/2025,17,Aprovado,Normal
I0020684,A01946,FIS2,1,2024/2025,8,Reprovado,Normal
I0020685,A01946,MICR,1,2024/2025,8,Reprovado,Normal
I0020686,A01946,EDUC,1,2023/2024,20,Aprovado,Normal
I0020687,A01946,TRAD,1,2021/2022,13,Aprovado,Normal
I0020688,A01946,QUIM,1,2023/2024,12,Aprovado,Normal
I0020689,A01946,SOFT,2,2022/2023,10,Aprovado,Normal
I0020690,A01946,BIAR,2,2022/2023,14,Aprovado,Recurso
I0020691,A01946,ANAC,1,2021/2022,20,Aprovado,Recurso
I0020692,A01947,MKTG,1,2024/2025,18,Aprovado,Normal
I0020693,A01947,SINA,2,2024/2025,12,Aprovado,Normal
I0020694,A01947,QUIM,1,2021/2022,,Não avaliado,Recurso
I0020695,A01947,REDES,2,2025/2026,13,Aprovado,Normal
I0020696,A01947,FINA,1,2022/2023,3,Reprovado,Especial
I0020697,A01947,BDAD,2,2022/2023,11,Aprovado,Normal
I0020698,A01947,DSCI,1,2021/2022,1,Reprovado,Normal
I0020699,A01947,PROG,1,2023/2024,14,Aprovado,Normal
I0020700,A01947,PSIC,1,2023/2024,,Não avaliado,Normal
I0020701,A01947,ESTG,2,2025/2026,18,Aprovado,Normal
I0020702,A01947,BIOC,2,2025/2026,19,Aprovado,Normal
I0020703,A01947,GENE,1,2020/2021,3,Reprovado,Normal
I0020704,A01948,SOFT,1,2024/2025,10,Aprovado,Recurso
I0020705,A01948,ESTG,2,2023/2024,15,Aprovado,Normal
I0020706,A01948,DSCI,2,2025/2026,15,Aprovado,Normal
I0020707,A01948,MICR,1,2023/2024,19,Aprovado,Normal
I0020708,A01948,TRAD,2,2024/2025,10,Aprovado,Normal
I0020709,A01948,MACR,2,2023/2024,0,Reprovado,Especial
I0020710,A01948,PROJ,2,2023/2024,16,Aprovado,Normal
I0020711,A01948,ANAC,2,2024/2025,1,Reprovado,Normal
I0020712,A01948,REDES,2,2025/2026,11,Aprovado,Especial
I0020713,A01948,GENE,1,2023/2024,17,Aprovado,Normal
I0020714,A01948,ALGA,2,2023/2024,8,Reprovado,Recurso
I0020715,A01949,ANAC,2,2022/2023,0,Reprovado,Normal
I0020716,A01949,MLAB,2,2021/2022,14,Aprovado,Normal
I0020717,A01949,PSIC,1,2021/2022,12,Aprovado,Normal
I0020718,A01949,TRAD,1,2023/2024,7,Reprovado,Normal
I0020719,A01949,ESTA,2,2024/2025,15,Aprovado,Normal
I0020720,A01949,EDUC,1,2020/2021,18,Aprovado,Normal
I0020721,A01949,ING1,1,2023/2024,8,Reprovado,Normal
I0020722,A01949,GENE,2,2024/2025,13,Aprovado,Recurso
I0020723,A01949,MKTG,1,2025/2026,7,Reprovado,Normal
I0020724,A01949,DSCI,1,2025/2026,16,Aprovado,Especial
I0020725,A01949,PROG,1,2023/2024,16,Aprovado,Normal
I0020726,A01949,BIOC,2,2023/2024,14,Aprovado,Normal
I0020727,A01950,MKTG,1,2020/2021,16,Aprovado,Normal
I0020728,A01950,DWHS,1,2020/2021,14,Aprovado,Especial
I0020729,A01950,PROJ,2,2021/2022,20,Aprovado,Normal
I0020730,A01950,CALC,2,2024/2025,,Não avaliado,Normal
I0020731,A01950,FIS2,1,2022/2023,16,Aprovado,Normal
I0020732,A01950,SINA,1,2020/2021,18,Aprovado,Normal
I0020733,A01950,MICR,2,2020/2021,10,Aprovado,Normal
I0020734,A01950,BIAR,1,2021/2022,,Não avaliado,Recurso
I0020735,A01950,ESTG,1,2020/2021,9,Reprovado,Normal
I0020736,A01951,EDUC,2,2023/2024,8,Reprovado,Normal
I0020737,A01951,FIS2,2,2025/2026,,Não avaliado,Normal
I0020738,A01951,MACR,1,2023/2024,12,Aprovado,Especial
I0020739,A01951,TRAD,2,2022/2023,1,Reprovado,Normal
I0020740,A01951,BIAR,1,2023/2024,13,Aprovado,Especial
I0020741,A01951,PSIC,1,2022/2023,,Não avaliado,Normal
I0020742,A01951,FINA,2,2022/2023,8,Reprovado,Normal
I0020743,A01951,DSCI,2,2023/2024,10,Aprovado,Recurso
I0020744,A01951,MICR,2,2025/2026,16,Aprovado,Normal
I0020745,A01951,GENE,1,2024/2025,9,Reprovado,Normal
I0020746,A01951,CALC,2,2024/2025,3,Reprovado,Recurso
I0020747,A01951,PROG,1,2022/2023,18,Aprovado,Normal
I0020748,A01951,REDES,1,2025/2026,1,Reprovado,Recurso
I0020749,A01952,SINA,1,2025/2026,10,Aprovado,Normal
I0020750,A01952,REDES,1,2022/2023,16,Aprovado,Normal
I0020751,A01952,CALC,2,2024/2025,12,Aprovado,Recurso
I0020752,A01952,ESTA,1,2025/2026,13,Aprovado,Recurso
I0020753,A01952,DSCI,2,2024/2025,19,Aprovado,Normal
I0020754,A01952,QUIM,1,2021/2022,11,Aprovado,Recurso
I0020755,A01952,ING1,2,2021/2022,,Não avaliado,Normal
I0020756,A01952,PROG,1,2022/2023,8,Reprovado,Normal
I0020757,A01952,MLAB,2,2022/2023,,Não avaliado,Recurso
I0020758,A01953,TRAD,2,2025/2026,12,Aprovado,Normal
I0020759,A01953,ESTG,1,2025/2026,9,Reprovado,Normal
I0020760,A01953,DSCI,1,2025/2026,10,Aprovado,Especial
I0020761,A01953,MACR,2,2025/2026,1,Reprovado,Recurso
I0020762,A01953,FIS1,2,2025/2026,16,Aprovado,Normal
I0020763,A01953,CONT,2,2024/2025,14,Aprovado,Normal
I0020764,A01953,ALGA,2,2025/2026,14,Aprovado,Normal
I0020765,A01953,EDUC,2,2025/2026,,Não avaliado,Especial
I0020766,A01954,SINA,1,2025/2026,16,Aprovado,Normal
I0020767,A01954,BIOC,2,2025/2026,,Não avaliado,Recurso
I0020768,A01954,FIS2,2,2024/2025,4,Reprovado,Recurso
I0020769,A01954,BIAR,2,2025/2026,13,Aprovado,Especial
I0020770,A01954,ANAC,2,2025/2026,19,Aprovado,Normal
I0020771,A01954,MACR,1,2025/2026,,Não avaliado,Especial
